Unnamed: 0,fideid,name,country,sex,title,w_title,o_title,foa_title,rating,games,k,birthday,flag,filename
1405385,4112105,"Kasovsky, Vyacheslav",RUS,M,,,,,1764,0,20,1956.0,i,blitz_jul25frl_xml.xml
2340345,22601821,"Arthur, Hne",LBR,M,,,,,1643,0,40,2007.0,,blitz_nov25frl_xml.xml
718846,4682742,"Poeck, Ole",GER,M,FM,,FT,,2270,0,20,1978.0,i,blitz_dec25frl_xml.xml
2427451,24144541,"Igdirov, Boris",RUS,M,,,,,1816,13,20,1993.0,,blitz_nov25frl_xml.xml
2190816,25844113,"Lafkas, Ioannis",GRE,M,,,,,1555,0,40,2009.0,i,blitz_may25frl_xml.xml
1138911,23717165,"Holzer, Herman",CZE,M,,,,,1746,0,20,2000.0,i,blitz_jan25frl_xml.xml
2463456,2125064,"Lima, Alan Elkinson Lopes De",BRA,M,,,,,2072,0,20,1987.0,,blitz_nov25frl_xml.xml
838037,36041580,"Caer, Remy",FRA,M,,,,,1810,0,20,2001.0,,blitz_feb25frl_xml.xml
276,9970681,"Aathavan, N",SRI,M,,,,,1501,0,20,2000.0,i,blitz_apr25frl_xml.xml
245596,34487999,"Yashtylov, Artem",RUS,M,,,,,1527,0,20,1977.0,i,blitz_apr25frl_xml.xml
2676579,42166314,"Filippou, Georgios",GRE,M,,,,,1496,0,40,2010.0,,blitz_oct25frl_xml.xml
1407986,55816061,"Khan, Kirill",RUS,M,,,,,1711,0,40,2014.0,,blitz_jul25frl_xml.xml
2401322,20072090,"Friedheim, Javier",ARG,M,,,,,1664,5,40,1993.0,,blitz_nov25frl_xml.xml
2343851,4162390,"Babaev, Ruslan",RUS,M,FM,,,,2149,0,20,1981.0,i,blitz_nov25frl_xml.xml
1155919,32757638,"Khodadadian, Gholamhossein",IRI,M,,,,,1566,0,20,1968.0,i,blitz_jan25frl_xml.xml
1124789,168548,"Gimenez, Julieta",ARG,F,,,,,1580,0,40,2007.0,w,blitz_jan25frl_xml.xml
2593064,4642929,"Wolf, Rainer",GER,M,,,,,1963,0,20,1961.0,i,blitz_nov25frl_xml.xml
1981922,4402693,"Osorio, Cristhian Camilo",COL,M,,,,,2056,0,20,1987.0,,blitz_mar25frl_xml.xml
2905522,20027427,"Benvenuto, Diego",ARG,M,,,,,1639,0,40,2011.0,i,blitz_sep25frl_xml.xml
15658,1557467,"Astrup, Georg Lindback",NOR,M,,,,,1439,0,40,2010.0,i,blitz_apr25frl_xml.xml
1827084,3831906,"Alvarez Olarte, Luis",PER,M,,,,,1781,0,20,2004.0,i,blitz_mar25frl_xml.xml
2480178,55862837,"Medvedev, Aleksandr",RUS,M,,,,,1484,0,20,1984.0,,blitz_nov25frl_xml.xml
3145657,32702337,"Zare, Amirreza",IRI,M,,,,,1530,0,20,2004.0,i,blitz_sep25frl_xml.xml
919742,21010382,"Kulig, Marek",POL,M,,,,,1491,0,40,2012.0,,blitz_feb25frl_xml.xml
1469103,6319017,"Ozdemir, Ihsan",TUR,M,,,,,1653,0,20,1973.0,i,blitz_jul25frl_xml.xml
868927,4104838,"Fetisenkov, Vadim",RUS,M,,,,,2032,0,20,1993.0,,blitz_feb25frl_xml.xml
2369731,8620350,"Chen, Qianru",CHN,F,,,,,1565,0,20,2006.0,wi,blitz_nov25frl_xml.xml
1327038,94725071,"Bordon Sanchez, Aridai",ESP,M,,,,,1622,0,20,1996.0,i,blitz_jul25frl_xml.xml
2383577,23426187,"Di Gioia, Bastiano",ITA,M,,,,,1543,0,20,1974.0,i,blitz_nov25frl_xml.xml
328394,34223428,"Gajnutdinova, Elvina",RUS,F,,,,,1494,0,40,2010.0,wi,blitz_aug25frl_xml.xml
1109665,24239364,"Eldarov, Umar",RUS,M,,,,,1617,0,40,2010.0,i,blitz_jan25frl_xml.xml
59417,12531340,"Eatesaminovin, Parsa",IRI,M,,,,,1628,0,20,,i,blitz_apr25frl_xml.xml
1356116,14515563,"Dubrovic, Mihovil",CRO,M,,,,,1885,0,20,1993.0,,blitz_jul25frl_xml.xml
2069088,5754216,"Abdul Wahab, Mohd Tayah",MAS,M,,,,,1521,0,20,1969.0,,blitz_may25frl_xml.xml
2989151,14157675,"Kamnev, Alexandr",UKR,M,,,,,1969,0,20,2005.0,i,blitz_sep25frl_xml.xml
322909,9202412,"Fellah, Mohamed",LBA,M,CM,,,,1924,0,20,2001.0,i,blitz_aug25frl_xml.xml
775579,54780411,"Torres Del Rosario, Miguel Angel",ESP,M,,,,,1413,13,40,2014.0,,blitz_dec25frl_xml.xml
2382601,34318712,"Derbyshev, Vladislav",RUS,M,,,,,1495,0,40,2008.0,i,blitz_nov25frl_xml.xml
1026999,4211693,"Toumanian, Akop",GRE,M,,,,,1843,0,20,1959.0,i,blitz_feb25frl_xml.xml
325148,14625288,"Flandija, Zvonko",SLO,M,,,,,1841,0,20,1960.0,i,blitz_aug25frl_xml.xml
281982,343433235,"Birch, Megan",ENG,F,,,,,1543,0,40,2007.0,wi,blitz_aug25frl_xml.xml
2584827,23749407,"Velim, Vojtech",CZE,M,,,,,2000,0,40,2013.0,,blitz_nov25frl_xml.xml
1064128,3012328,"Arias, Raul",URU,M,,,,,1831,0,20,1980.0,i,blitz_jan25frl_xml.xml
1351422,35048740,Dhanasekar M,IND,M,,,,,1542,0,20,1998.0,i,blitz_jul25frl_xml.xml
2069838,12802166,"Abolichin, Dmitrij",LTU,M,,,,,2037,0,20,1983.0,,blitz_may25frl_xml.xml
1644759,25081195,Gurbaxeesh Singh,IND,M,,,,,1788,0,20,1983.0,i,blitz_jun25frl_xml.xml
2395244,55739261,"Faizullin, Amin",RUS,M,,,,,1517,9,40,2012.0,,blitz_nov25frl_xml.xml
2719716,12547298,"Khachatrian, Arbi",IRI,M,,,,,1869,0,20,1981.0,i,blitz_oct25frl_xml.xml
787943,5085640,Vishal P Desai,IND,M,,,,ACM,1430,0,20,1996.0,,blitz_dec25frl_xml.xml
1065860,1581783,"Aspeslaen, Adrian",NOR,M,,,,,1461,0,40,2008.0,i,blitz_jan25frl_xml.xml
1074342,55714684,"Belov, Vadim V",RUS,M,,,,,1698,0,20,1974.0,,blitz_jan25frl_xml.xml
2573169,42240387,"Timofte, Theodor",ROU,M,,,,,1416,0,40,2012.0,i,blitz_nov25frl_xml.xml
351312,81440090,"Humpire Yana, Alessandro Owhen",PER,M,,,,,1537,7,40,2008.0,,blitz_aug25frl_xml.xml
2742700,91112087,"Longa, Wiktoria",POL,F,,,,,1430,0,40,2009.0,wi,blitz_oct25frl_xml.xml
230201,1254278,"Tudor, Alina-Maria",ROU,F,,,,,1569,0,20,2006.0,wi,blitz_apr25frl_xml.xml
158863,21899380,"Niezgoda, Jakub",POL,M,,,,,1420,0,20,1978.0,i,blitz_apr25frl_xml.xml
1058296,34123846,"Alibekov, Azamat",RUS,M,,,,,1767,0,20,2003.0,i,blitz_jan25frl_xml.xml
1484723,2637308,"Qiu, Andrew Yu",CAN,M,,,,,1838,0,20,2005.0,i,blitz_jul25frl_xml.xml
1498149,1586343,"Saberg, Bjorn Anders",NOR,M,,,,,1492,0,20,1990.0,,blitz_jul25frl_xml.xml
1505500,1695185,"Scheiber, Elija",AUT,M,,,,,1510,0,40,2013.0,i,blitz_jul25frl_xml.xml
22620,2022087,"Baumgartner, Christopher",USA,M,,,,,1868,0,20,1968.0,i,blitz_apr25frl_xml.xml
2709432,958255,"Jankovic, Moma",SRB,M,,,,,1569,0,20,1952.0,i,blitz_oct25frl_xml.xml
2421765,34684883,"Hendricks, Lennart, Dr.",GER,M,,,,,1805,0,20,1993.0,i,blitz_nov25frl_xml.xml
1573214,24647713,"Arndt, Uwe",GER,M,,,,,1823,0,20,1974.0,,blitz_jun25frl_xml.xml
1488946,14333392,"Rautenbach, Helen Christine",RSA,F,,,,,1554,0,40,2010.0,wi,blitz_jul25frl_xml.xml
2319751,4463889,"Zambrano Vargas, Jesus Andres",COL,M,,,,,1824,0,20,2003.0,i,blitz_may25frl_xml.xml
3020469,13783050,"Magzum, Arsen",KAZ,M,,,,,1520,0,40,2013.0,,blitz_sep25frl_xml.xml
2660854,653059719,"Desprats Exposito, Justin",FRA,M,,,,,1546,0,40,2009.0,,blitz_oct25frl_xml.xml
555099,522072217,"Bondarev, Nikolay",RUS,M,,,,,1802,0,20,1984.0,,blitz_dec25frl_xml.xml
2123890,6303889,"Dizdar, Orkun",TUR,M,,,,,1899,0,20,1971.0,i,blitz_may25frl_xml.xml
465792,54765994,"Sarrias Granados, Jesus",ESP,M,,,,,2002,0,40,2008.0,,blitz_aug25frl_xml.xml
499633,429012759,Uma Eswari Meenakshinathan,IND,F,,,,,1554,0,40,2011.0,w,blitz_aug25frl_xml.xml
2712116,2302705,"Jonsson, Olafur Gisli",ISL,M,,,,,1884,0,20,1956.0,i,blitz_oct25frl_xml.xml
929500,2207508,"Lopez Mateo, Pedro Antonio",ESP,M,FM,,,,2315,0,20,1970.0,i,blitz_feb25frl_xml.xml
2243860,680826,"Petat, Yannick",FRA,M,,,,,1935,0,20,1973.0,i,blitz_may25frl_xml.xml
1475813,20003838,"Perez, Tobias",ARG,M,,,,,1767,0,40,2011.0,,blitz_jul25frl_xml.xml
2952866,4211600,"Fragiadakis, Dimitrios",GRE,M,,,,,1942,0,20,1991.0,i,blitz_sep25frl_xml.xml
1525650,522010181,"Sychev, Alexandr M",RUS,M,,,,,1481,0,20,1955.0,i,blitz_jul25frl_xml.xml
3056891,609080,"Oupindrin, Narayanin",FRA,M,,,,,1974,0,20,1965.0,i,blitz_sep25frl_xml.xml
2902187,118156120,"Bashtavy, Anton",GER,M,,,,AIM,2070,0,20,1991.0,,blitz_sep25frl_xml.xml
1479940,13503936,"Pogosian, Manvel",BLR,M,FM,,,,2240,0,10,1991.0,,blitz_jul25frl_xml.xml
1914554,1236610,"Jancso, Balint",ROU,M,,,,,1800,0,20,2001.0,i,blitz_mar25frl_xml.xml
849355,9200791,"Cupic, Aleksandar",SRB,M,,,,,1916,0,20,1974.0,i,blitz_feb25frl_xml.xml
1470608,828262,"Paltrinieri, Nicholas",ITA,M,FM,,,,2222,0,20,1995.0,,blitz_jul25frl_xml.xml
1890837,10117610,"Gaspar, Gelson",ANG,M,,,,,1834,0,20,1996.0,i,blitz_mar25frl_xml.xml
2606670,13452509,"Aghaverdiyeva, Maryam",AZE,F,WCM,WCM,,,1779,0,40,2010.0,w,blitz_oct25frl_xml.xml
1115669,3987906,"Ferrua Manzo, Hernan Camilo",VEN,M,,,,,1639,0,20,1986.0,i,blitz_jan25frl_xml.xml
2680244,45055033,Gaikwad Mohit,IND,M,,,,,1595,0,20,2000.0,i,blitz_oct25frl_xml.xml
1085235,691062,"Cagneaux, Christophe",FRA,M,,,,,1857,0,20,1961.0,,blitz_jan25frl_xml.xml
95998,4506480,"Ivanova, Lidia",EST,F,,,,,1698,0,20,1999.0,wi,blitz_apr25frl_xml.xml
2045839,522070460,"Tuaev, Amir",RUS,M,,,,,1512,0,40,2011.0,,blitz_mar25frl_xml.xml
3019011,1773810,"Lyons Jr, Rainey Jude",SWE,M,,,,,1581,0,20,1994.0,i,blitz_sep25frl_xml.xml
3026128,24596779,"Martin Pindado, Oscar",ESP,M,,,,,1715,0,20,1982.0,i,blitz_sep25frl_xml.xml
1342884,14593920,"Cordic, Benjamin",CRO,M,,,,,1404,8,40,2010.0,,blitz_jul25frl_xml.xml
2738522,343114779,"Lekic, Dejan",ENG,M,,,,,1727,0,20,1975.0,i,blitz_oct25frl_xml.xml
882115,26391511,"Gozu, Omer",TUR,M,,,,,1517,0,20,1999.0,i,blitz_feb25frl_xml.xml
2667026,34523456,"Durmus, Bartu",TUR,M,,,,,1518,0,20,2004.0,i,blitz_oct25frl_xml.xml
2438627,6368336,"Karabiyik, Guven",TUR,M,,,,,1585,0,20,2003.0,i,blitz_nov25frl_xml.xml
567949,30990688,"Cheng, Edward",USA,M,,,,,1872,0,40,2007.0,i,blitz_dec25frl_xml.xml
957641,55760295,"Nesterova, Lyudmila",RUS,F,,,,,1602,0,20,1952.0,w,blitz_feb25frl_xml.xml
2314758,3273040,"Willis, Lawson",AUS,M,,,,,1606,0,40,2011.0,,blitz_may25frl_xml.xml
525568,44147406,"Agabekov, Saveliy",RUS,M,,,,,1862,0,20,2004.0,i,blitz_dec25frl_xml.xml
406835,4509633,"Mikko, Rondo",EST,M,,,,,2265,0,40,2007.0,,blitz_aug25frl_xml.xml
2607918,23434481,"Airoldi, Edoardo",ITA,M,,,,,1698,0,40,2009.0,,blitz_oct25frl_xml.xml
1393495,25684965,Ikshita Barman,IND,F,,,,,1584,0,40,2009.0,w,blitz_jul25frl_xml.xml
2469236,12560936,"Madanchi, Ata",IRI,M,,,,,1915,0,20,1994.0,,blitz_nov25frl_xml.xml
1226201,11304871,"Pule , Frank",BOT,M,,,,,1854,0,20,,i,blitz_jan25frl_xml.xml
2874184,36725625,"Zarezadeh, Mohammad Hossein",IRI,M,,,,,1441,0,40,2009.0,i,blitz_oct25frl_xml.xml
2081735,13900706,"Arhire, Mircea",MDA,M,,,,,1765,0,20,1985.0,i,blitz_may25frl_xml.xml
1922379,922137,"Katanic-Vujic, Petar",SRB,M,FM,,,,2126,12,20,1959.0,,blitz_mar25frl_xml.xml
1026676,3959279,"Torres Rodriguez, Iran Jesus",VEN,M,,,,,1583,0,40,2010.0,i,blitz_feb25frl_xml.xml
999888,16247680,"Sauter, Claus",GER,M,,,,,1845,0,20,1969.0,,blitz_feb25frl_xml.xml
1971699,9944311,"Nanayakkara, H W Sanuda Sandeepa",SRI,M,,,,,1520,0,20,2002.0,,blitz_mar25frl_xml.xml
915053,55779794,"Korpusenko, Victoria",RUS,F,,,,,1456,0,40,2012.0,wi,blitz_feb25frl_xml.xml
2856592,80814050,"Uthsara, D M Thinuk",SRI,M,,,,,1418,0,40,2008.0,i,blitz_oct25frl_xml.xml
668951,5555566,"Maghraoui,Mohamed Takiy",TUN,M,,,,,1412,0,40,2013.0,,blitz_dec25frl_xml.xml
2837119,34234527,"Sosnina, Anna",RUS,F,,,,,1756,32,40,2009.0,w,blitz_oct25frl_xml.xml
3117762,34234136,"Tanin, Viktor",RUS,M,,,,,1743,0,20,1937.0,i,blitz_sep25frl_xml.xml
879943,144416008,"Gomez Bernal, Juan Sebastian",COL,M,,,,,1669,0,40,2007.0,,blitz_feb25frl_xml.xml
178956,32040504,"Povill Batlle, Ramon",ESP,M,,,,,1951,0,20,1968.0,i,blitz_apr25frl_xml.xml
1930555,14418401,"Korman, Armin",BIH,M,,,,,1647,0,20,1992.0,i,blitz_mar25frl_xml.xml
1838923,527044220,"Barloy, Valentin",FRA,M,,,,,1809,0,20,2002.0,,blitz_mar25frl_xml.xml
682648,22718648,"Miguel, Jean Carlos Hochsprung",BRA,M,,,,,1783,0,20,1982.0,i,blitz_dec25frl_xml.xml
2563548,39938905,"Steiger, Enzo",USA,M,,,,,1669,0,40,2010.0,i,blitz_nov25frl_xml.xml
1274128,4913957,"Tuguldur, Lkhagvadorj",MGL,M,,,,,1487,0,40,2007.0,i,blitz_jan25frl_xml.xml
2037156,21808821,"Szudy, Piotr",POL,M,,,,,1510,0,20,1967.0,,blitz_mar25frl_xml.xml
2013752,6300545,"Sanal, Vahap",TUR,M,GM,,,,2596,0,10,1998.0,,blitz_mar25frl_xml.xml
457755,540016641,"Rubashkina, Ulyana",RUS,F,,,,,1536,0,40,2008.0,w,blitz_aug25frl_xml.xml
2205168,25176803,Manoj Kumar,IND,M,,,,,1543,0,20,1967.0,i,blitz_may25frl_xml.xml
1170409,4214480,"Lazos, Ioannis",GRE,M,,,,,1785,0,20,1956.0,,blitz_jan25frl_xml.xml
2349488,12544299,"Bayat, Ali",IRI,M,,,,,1714,0,20,1973.0,i,blitz_nov25frl_xml.xml
215010,23733209,"Soukup, Stepan",CZE,M,,,,,1987,0,20,2001.0,,blitz_apr25frl_xml.xml
826307,189677,"Beie Weisswein, Mateo",ARG,M,,,,,1545,0,40,2010.0,i,blitz_feb25frl_xml.xml
2025002,55690092,"Sidorov, Vladislav K",RUS,M,,,,,1730,0,20,1992.0,i,blitz_mar25frl_xml.xml
3005213,12801810,"Kubilius, Jonas",LTU,M,,,,,1979,0,20,1957.0,,blitz_sep25frl_xml.xml
2605044,11526068,"Abu Hashhash, Mohammad",PLE,M,,,,,1678,5,40,1996.0,,blitz_oct25frl_xml.xml
1291361,13441760,"Zalishov, Togrulbey",AZE,M,,,,,1429,0,40,2010.0,i,blitz_jan25frl_xml.xml
486798,1591711,"Sunde, Daniel",NOR,M,,,,,1743,0,20,1997.0,i,blitz_aug25frl_xml.xml
1932477,24155306,"Kovylin, Konstantin",RUS,M,,,,,1960,0,20,1970.0,i,blitz_mar25frl_xml.xml
399770,20052537,"Martinez, Emanuel",ARG,M,,,,,1819,0,40,2007.0,,blitz_aug25frl_xml.xml
747000,1619730,"Schoepf, Gerhard",AUT,M,,,,,1966,0,20,1969.0,i,blitz_dec25frl_xml.xml
1245447,4509480,"Savinov, Matvei",EST,M,,,,,1674,0,20,2005.0,i,blitz_jan25frl_xml.xml
2891632,13507125,"Antonovich, Tatiana",BLR,F,,,FA,,1770,0,20,2000.0,wi,blitz_sep25frl_xml.xml
954822,14201232,"Nadirjanova, Nodira",UZB,F,WIM,WIM,,,1996,0,20,1990.0,w,blitz_feb25frl_xml.xml
12116,1213415,"Anton, Teodor",ROU,M,IM,,,,2420,9,10,1991.0,,blitz_apr25frl_xml.xml
922212,54769647,"Lahoz Lopez, Roberto",ESP,M,,,,,1450,0,40,2011.0,,blitz_feb25frl_xml.xml
2491403,14402114,"Mrndjic, Muamer",BIH,M,,,,,2183,0,20,1977.0,,blitz_nov25frl_xml.xml
793421,1133977,"Wnuk-Lipinski, Pawel",POL,M,,,,,1763,0,20,1987.0,i,blitz_dec25frl_xml.xml
1124376,42184290,"Giannikos, Georgios",GRE,M,,,,,1500,0,20,1996.0,,blitz_jan25frl_xml.xml
1191145,34472525,"Mikhaylova, Natalya Ser",RUS,F,,,,,1486,0,40,2011.0,wi,blitz_jan25frl_xml.xml
338651,6101054,"Granados, Fidel",NCA,M,,,,,1824,0,20,,,blitz_aug25frl_xml.xml
71026,34370919,"Galagan, Maxim",RUS,M,,,,,1537,0,40,2007.0,i,blitz_apr25frl_xml.xml
2814065,16000250,"Ruzigura, Alexis",RWA,M,CM,,,,1851,0,20,1974.0,i,blitz_oct25frl_xml.xml
1521448,322806,"Stary, Lukas",CZE,M,,,,,1833,0,20,1982.0,i,blitz_jul25frl_xml.xml
403714,652017397,"Meidoni, Thomas",FRA,M,,,,,1533,0,20,1994.0,i,blitz_aug25frl_xml.xml
2651047,1239112,"Cocis, Rares-Mihai",ROU,M,,,,,1644,0,20,2004.0,i,blitz_oct25frl_xml.xml
1118886,34136514,"Furaev, Stepan",RUS,M,,,,,1722,0,20,2001.0,i,blitz_jan25frl_xml.xml
1262151,34360379,"Stolbov, Igor",RUS,M,,,,,1732,0,40,2011.0,,blitz_jan25frl_xml.xml
2384252,34178082,"Dibrova, Vadym",UKR,M,,,,,1782,0,40,2011.0,,blitz_nov25frl_xml.xml
